IOF ID;First Name;Last Name;Country;WRS Position;WRS points;WRS events;Avg point
22581;Alice;Hugosson;SWE;695;998;2;499.0
24275;Emilia;Stahlberg;FIN;695;998;2;499.0
1769;Lene;Godager Kaas;NOR;697;997;1;997.0
4638;Lenka;Poklopova;CZE;698;996;1;996.0
2510;Elsa;Jansson;SWE;699;991;1;991.0
969;Peichi;Chuang;TPE;700;989;3;329.7
3609;Sara;Luescher;SUI;701;988;1;988.0
4220;Tereza;Novotna;CZE;701;988;1;988.0
4991;Vanessa;Round;AUS;701;988;2;494.0
24647;Anna;Wehlin;SWE;704;987;1;987.0
27534;Tatiana;Lakhmanova;RUS;704;987;1;987.0
24469;Hannah;Goldswain;GBR;706;986;2;493.0
24535;Ellinor;Eriksson;SWE;707;983;1;983.0
19192;Laura;Pukite;LAT;708;980;2;490.0
27009;Lucy;Tonge;GBR;709;979;2;489.5
22568;Nicole;Ljungdahl;SWE;710;978;1;978.0
147;Nicole;Anedda;ITA;711;977;2;488.5
5877;Nina;Temyakova;RUS;712;975;1;975.0
28129;Viktoryia;Redzkova;BLR;712;975;2;487.5
22196;Georgia;Jones;GBR;714;974;2;487.0
1380;Josefine;Heikka;SWE;715;973;2;486.5
22481;Leonore;Winkler;GER;716;971;1;971.0
28256;Lisa;Jonsson Nordin;SWE;716;971;1;971.0
1587;Elna;Forsberg;SWE;718;970;1;970.0
20826;Isabel;Salen;SWE;718;970;1;970.0
22245;Silja;Kauppinen;FIN;718;970;1;970.0
21467;Lea;Widmer;SUI;721;969;1;969.0
24252;Annika;Matilainen;FIN;722;968;1;968.0
26755;Ane;Dyrkorn;NOR;722;968;1;968.0
25922;Alyce;Heap;AUS;724;967;2;483.5
3460;Ane;Linde;DEN;725;966;1;966.0
27133;Ciara;Silby;IRL;726;965;2;482.5
33229;Ryoko;Izuta;JPN;727;963;1;963.0
33019;Maiju;Oksanen;FIN;728;960;1;960.0
6735;Miri Thrane;Oedum;DEN;729;959;2;479.5
27339;Moa;Pettersson;SWE;729;959;2;479.5
1629;Rahel;Friederich;SUI;731;957;1;957.0
2330;Vladena;Hrstkova;CZE;732;955;1;955.0
23337;Moa;Leijon Lind;SWE;732;955;1;955.0
34330;Natalja;Kondrashova;RUS;734;951;1;951.0
31551;Elisa;Bertozzi;SUI;735;950;1;950.0
31793;Mikaela;Karjalainen;FIN;736;949;1;949.0
2021;Jessica;Halliday;GBR;737;948;1;948.0
6361;Abi;Weeds;GBR;738;946;2;473.0
2488;Adelka;Jakobova;CZE;739;944;1;944.0
27988;Yulia;Ryzhankova;RUS;740;943;1;943.0
28426;Lotta;Eerola;FIN;740;943;1;943.0
1525;Caroline;Finderup;DEN;742;941;2;470.5
37074;Johanna;Hagstroem;SWE;742;941;1;941.0
18831;Linnea;Holmqvist;SWE;744;940;1;940.0
27147;Bethany;Kippin;GBR;744;940;2;470.0
4874;Katie;Reynolds;GBR;746;938;1;938.0
32310;Hedvig Valbjorn;Gydesen;DEN;747;937;1;937.0
24020;Laura;King;GBR;748;934;2;467.0
34325;Rachel;Kirkland;GBR;748;934;3;311.3
4001;Daria;Moskalenko;UKR;750;933;1;933.0
773;Bec;Butler;AUS;751;928;2;464.0
